country,name,Bronze,Silver,Gold
Czech Republic,Arnold Kadlec,0,1,0
Czech Republic,Arnošt Klimčík,0,1,0
Czech Republic,Berta Hrubá,0,1,0
Czech Republic,Blanka Paulů,0,1,0
Czech Republic,Bohumil Modrý,0,1,0
Czech Republic,Bohumil Starnovský,0,1,0
Czech Republic,Bohumila Řimnáčová,0,1,0
Czech Republic,Bohuslav Ebermann,0,1,0
Czech Republic,Bohuslav Karlík,0,1,0
Czech Republic,Boris Perušič,0,1,0
Czech Republic,Božena Dobešová,0,1,0
Czech Republic,Dagmar Švubová,0,1,0
Czech Republic,David Jirka,0,1,0
Czech Republic,David Kopřiva,0,1,0
Czech Republic,Diana Cholenská,0,1,0
Czech Republic,Dušan Pašek,0,1,0
Czech Republic,Dárius Rusnák,0,1,0
Czech Republic,Eduard Uvíra,0,1,0
Czech Republic,František Brůna,0,1,0
Czech Republic,František Janda-Suk,0,1,0
Czech Republic,František Knebort,0,1,0
Czech Republic,František Králík,0,1,0
Czech Republic,František Schmucker,0,1,0
Czech Republic,František Valošek,0,1,0
Czech Republic,František Černík,0,1,0
Czech Republic,František Ševčík,0,1,0
Czech Republic,Gabriela Svobodová,0,1,0
Czech Republic,Gustav Bubník,0,1,0
Czech Republic,Hana Lišková,0,1,0
Czech Republic,Ida Hubáčková,0,1,0
Czech Republic,Imrich Bugár,0,1,0
Czech Republic,Ivan Mráz,0,1,0
Czech Republic,Ivan Satrapa,0,1,0
Czech Republic,Iveta Šranková,0,1,0
Czech Republic,Jakub Hanák,0,1,0
Czech Republic,Jakub Vadlejch,0,1,0
Czech Republic,Jan Brumovský,0,1,0
Czech Republic,Jan Gajdoš,0,1,0
Czech Republic,Jan Havel,0,1,0
Czech Republic,Jan Heřmánek,0,1,0
Czech Republic,Jan Hrbatý,0,1,0
Czech Republic,Jan Suchý,0,1,0
Czech Republic,Jana Lahodová,0,1,0
Czech Republic,Jarmila Kratochvílová,0,1,0
Czech Republic,Jarmila Králíčková,0,1,0
Czech Republic,Jaromír Šindel,0,1,0
Czech Republic,Jaroslav Benák,0,1,0
Czech Republic,Jaroslav Drobný,0,1,0
Czech Republic,Jaroslav Konečný,0,1,0
Czech Republic,Jaroslav Korbela,0,1,0
Czech Republic,Jaroslav Pouzar,0,1,0
Czech Republic,Jaroslav Škarvan,0,1,0
Czech Republic,Jaroslava Bajerová,0,1,0
Czech Republic,Jaroslava Sedláčková,0,1,0
Czech Republic,Jindřich Krepindl,0,1,0
Czech Republic,Jindřich Maudr,0,1,0
Czech Republic,Jiřina Hájková,0,1,0
Czech Republic,Jiřina Kadlecová,0,1,0
Czech Republic,Jiřina Křížová,0,1,0
Czech Republic,Jiřina Čermáková,0,1,0
Czech Republic,Jiří Adam,0,1,0
Czech Republic,Jiří Bubla,0,1,0
Czech Republic,Jiří Crha,0,1,0
Czech Republic,Jiří Hrdina,0,1,0
Czech Republic,Jiří Kavan,0,1,0
Czech Republic,Jiří Kormaník,0,1,0
Czech Republic,Jiří Králík,0,1,0
Czech Republic,Jiří Lála,0,1,0
Czech Republic,Jiří Novák,0,1,0
Czech Republic,Jiří Pecka,0,1,0
Czech Republic,Josef Augusta,0,1,0
Czech Republic,Josef Doležal,0,1,0
Czech Republic,Josef Effenberger,0,1,0
Czech Republic,Josef Klapuch,0,1,0
Czech Republic,Josef Odložil,0,1,0
Czech Republic,Josef Růžička,0,1,0
Czech Republic,Josef Trousílek,0,1,0
Czech Republic,Josef Urban,0,1,0
Czech Republic,Josef Vojta,0,1,0
Czech Republic,Josef Šorm,0,1,0
Czech Republic,Jozef Herda,0,1,0
Czech Republic,Ján Geleta,0,1,0
Czech Republic,Jána Kubičková-Posnerová,0,1,0
Czech Republic,Jána Posnerová,0,1,0
Czech Republic,Karel Knesl,0,1,0
Czech Republic,Karel Lichtnégl,0,1,0
Czech Republic,Karel Masopust,0,1,0
Czech Republic,Karel Nepomucký,0,1,0
Czech Republic,Karel Paulus,0,1,0
Czech Republic,Karel Stibor,0,1,0
Czech Republic,Karol Divín,0,1,0
Czech Republic,Květa Petříčková,0,1,0
Czech Republic,Ladislav Beneš,0,1,0
Czech Republic,Ladislav Falta,0,1,0
Czech Republic,Ladislav Tikal,0,1,0
Czech Republic,Ladislav Toman,0,1,0
Czech Republic,Ladislav Troják,0,1,0
Czech Republic,Lenka Hyková,0,1,0
Czech Republic,Lenka Vymazalová,0,1,0
Czech Republic,Lenka Šmídová,0,1,0
Czech Republic,Ludmila Švédová,0,1,0
Czech Republic,Lukáš Helešic,0,1,0
Czech Republic,Lukáš Rohan,0,1,0
Czech Republic,Marie Sýkorová,0,1,0
Czech Republic,Marie Větrovská,0,1,0
Czech Republic,Marta Urbanová,0,1,0
Czech Republic,Matylda Matoušková-Šínová,0,1,0
Czech Republic,Matylda Pálfyová,0,1,0
Czech Republic,Michal Krčmář,0,1,0
Czech Republic,Milada Blažková,0,1,0
Czech Republic,Milan Kajkl,0,1,0
Czech Republic,Milan Nový,0,1,0
Czech Republic,Milan Čuda,0,1,0
Czech Republic,Miloslav Bednařík,0,1,0
Czech Republic,Miloslav Pokorný,0,1,0
Czech Republic,Miroslav Dvořák,0,1,0
Czech Republic,Miroslav Sláma,0,1,0
Czech Republic,Miroslava Skleničková,0,1,0
Czech Republic,Oldřich Zábrodský,0,1,0
Czech Republic,Otakar Hořínek,0,1,0
Czech Republic,Pavel Mikeš,0,1,0
Czech Republic,Pavel Richter,0,1,0
Czech Republic,Pavol Svitana,0,1,0
Czech Republic,Peter Pospíšil,0,1,0
Czech Republic,Petr Hejma,0,1,0
Czech Republic,Petr Málek,0,1,0
Czech Republic,Přemysl Hajný,0,1,0
Czech Republic,Radoslav Svoboda,0,1,0
Czech Republic,Rudi Kraj,0,1,0
Czech Republic,Stanislav Konopásek,0,1,0
Czech Republic,Tomáš Karas,0,1,0
Czech Republic,Vavřinec Hradilek,0,1,0
Czech Republic,Viera Podhányiová,0,1,0
Czech Republic,Vilibald Šťovík,0,1,0
Czech Republic,Vincent Lafko,0,1,0
Czech Republic,Vincent Lukáč,0,1,0
Czech Republic,Vladimír Bouzek,0,1,0
Czech Republic,Vladimír Caldr,0,1,0
Czech Republic,Vladimír Haber,0,1,0
Czech Republic,Vladimír Jarý,0,1,0
Czech Republic,Vladimír Kobranov,0,1,0
Czech Republic,Vladimír Kýhos,0,1,0
Czech Republic,Vladimír Weiss,0,1,0
Czech Republic,Vladimír Zábrodský,0,1,0
Czech Republic,Vlasta Děkanová,0,1,0
Czech Republic,Vlasta Foltová,0,1,0
Czech Republic,Vojtech Masný,0,1,0
Czech Republic,"Václav Chalupa, Jr.",0,1,0
Czech Republic,Václav Havel,0,1,0
Czech Republic,Václav Machek,0,1,0
Czech Republic,Václav Roziňák,0,1,0
Czech Republic,Václav Veselý,0,1,0
Czech Republic,Václav Šmídl,0,1,0
Czech Republic,Zdeněk Humhal,0,1,0
Czech Republic,Zdeněk Jarkovský,0,1,0
Czech Republic,Zdeněk Pičman,0,1,0
Czech Republic,Zdeněk Škára,0,1,0
Czech Republic,Zuzana Hejnová,0,1,0
Czech Republic,Zuzana Kuršová,0,1,0
Czech Republic,Ľudovít Cvetler,0,1,0
Czech Republic,Štefan Matlák,0,1,0
Czech Republic,Bohumil Janoušek,2,0,0
Czech Republic,Daniel Havel,2,0,0
Czech Republic,Hedwig Rosenbaum,2,0,0
Czech Republic,Jan Štěrba,2,0,0
Czech Republic,Jiří Lundák,2,0,0
Czech Republic,Josef Věntus,2,0,0
Czech Republic,Ladislav Žemla,2,0,0
Czech Republic,Luděk Pojezný,2,0,0
Czech Republic,Lukáš Trefil,2,0,0
Czech Republic,Michaela Hrubá,2,0,0
Czech Republic,Miroslav Koníček,2,0,0
Czech Republic,"Vilém Goppold z Lobsdorfu, Sr.",2,0,0
Czech Republic,Václav Vochoska,2,0,0
Czech Republic,Vítězslav Veselý,2,0,0
Czech Republic,Zdeněk Pecka,2,0,0
Czech Republic,Zdeněk Růžička,2,0,0
Czech Republic,Zdeněk Žemla,2,0,0
Czech Republic,Adéla Sýkorová,1,0,0
Czech Republic,Alena Chadimová,1,0,0
Czech Republic,Alena Reichová,1,0,0
Czech Republic,Alexander Choupenitch,1,0,0
Czech Republic,Aleš Hemský,1,0,0
Czech Republic,Aleš Kotalík,1,0,0
Czech Republic,Alfréd Jindra,1,0,0
Czech Republic,Alipi Kostadinov,1,0,0
Czech Republic,Antonín Procházka,1,0,0
Czech Republic,Barbora Strýcová,1,0,0
Czech Republic,Barbora Závadová,1,0,0
Czech Republic,Bedřich Schejbal,1,0,0
Czech Republic,Bedřich Ščerban,1,0,0
Czech Republic,Bohumil Durdis,1,0,0
Czech Republic,Bohumil Kubát,1,0,0
Czech Republic,Bohumil Mořkovský,1,0,0
Czech Republic,Dan Karabin,1,0,0
Czech Republic,David Výborný,1,0,0
Czech Republic,Drahomír Kadlec,1,0,0
Czech Republic,Drahomír Koudelka,1,0,0
Czech Republic,Dušan Poliačik,1,0,0
Czech Republic,Eva Puskarčíková,1,0,0
Czech Republic,Eva Věchtová,1,0,0
Czech Republic,Eva Šuranová,1,0,0
Czech Republic,Filip Kuba,1,0,0
Czech Republic,František Douda,1,0,0
Czech Republic,František Dušek,1,0,0
Czech Republic,František Gregor,1,0,0
Czech Republic,František Jež,1,0,0
Czech Republic,"František Kaberle, Jr.",1,0,0
Czech Republic,František Procházka,1,0,0
Czech Republic,František Provazník,1,0,0
Czech Republic,František Sokol,1,0,0
Czech Republic,František Tikal,1,0,0
Czech Republic,Hana Bobková,1,0,0
Czech Republic,Hana Mašková,1,0,0
Czech Republic,Helena Fibingerová,1,0,0
Czech Republic,Helena Šikolová,1,0,0
Czech Republic,Igor Sláma,1,0,0
Czech Republic,Jan Bulis,1,0,0
Czech Republic,Jan Mrvík,1,0,0
Czech Republic,Jan Palouš,1,0,0
Czech Republic,Jan Peka,1,0,0
Czech Republic,Jan Řehula,1,0,0
Czech Republic,Jan Švéda,1,0,0
Czech Republic,Jana Rabasová,1,0,0
Czech Republic,Jaroslav Bába,1,0,0
Czech Republic,Jaroslav Hellebrand,1,0,0
Czech Republic,Jaroslav Holík,1,0,0
Czech Republic,Jaroslav Sakala,1,0,0
Czech Republic,Jaroslav Walter,1,0,0
Czech Republic,Jitka Landová,1,0,0
Czech Republic,Jiří Dolana,1,0,0
Czech Republic,Jiří Magál,1,0,0
Czech Republic,Jiří Malec,1,0,0
Czech Republic,Jiří Parma,1,0,0
Czech Republic,Jiří Pokorný,1,0,0
Czech Republic,Jiří Skobla,1,0,0
Czech Republic,Jiří Svoboda,1,0,0
Czech Republic,Jiří Tabák,1,0,0
Czech Republic,Jiří Škoda,1,0,0
Czech Republic,Josef Němec,1,0,0
Czech Republic,Josef Smolka,1,0,0
Czech Republic,Josef Šroubek,1,0,0
Czech Republic,Jozef Lohyňa,1,0,0
Czech Republic,Jozef Sabovčík,1,0,0
Czech Republic,Ján Franek,1,0,0
Czech Republic,Július Strnisko,1,0,0
Czech Republic,Július Toček,1,0,0
Czech Republic,Kamil Kašťák,1,0,0
Czech Republic,Karel Hartmann,1,0,0
Czech Republic,Karel Neffe,1,0,0
Czech Republic,Karel Pešek,1,0,0
Czech Republic,Karel Vohralík,1,0,0
Czech Republic,Karel Wälzer,1,0,0
Czech Republic,Karolína Erbanová,1,0,0
Czech Republic,Kateřina Kůrková,1,0,0
Czech Republic,Ladislav Lubina,1,0,0
Czech Republic,Ladislav Šmíd,1,0,0
Czech Republic,Ladislav Švanda,1,0,0
Czech Republic,Leo Gudas,1,0,0
Czech Republic,Leo Sotorník,1,0,0
Czech Republic,Libor Capalini,1,0,0
Czech Republic,Lubomír Nácovský,1,0,0
Czech Republic,Lubomír Zajíček,1,0,0
Czech Republic,Luboš Račanský,1,0,0
Czech Republic,Lucie Šafářová,1,0,0
Czech Republic,Ludvík Vébr,1,0,0
Czech Republic,Marek Jiras,1,0,0
Czech Republic,Marek Malík,1,0,0
Czech Republic,Marek Švec,1,0,0
Czech Republic,Marek Židlický,1,0,0
Czech Republic,Martin Erat,1,0,0
Czech Republic,Martin Jakš,1,0,0
Czech Republic,Martin Koukal,1,0,0
Czech Republic,Martin Penc,1,0,0
Czech Republic,Martin Tenk,1,0,0
Czech Republic,Matylda Šínová,1,0,0
Czech Republic,Matyáš Šapovaliv,1,0,0
Czech Republic,Michal Klasa,1,0,0
Czech Republic,Mikuláš Athanasov,1,0,0
Czech Republic,Milada Skrbková,1,0,0
Czech Republic,Milan Hnilička,1,0,0
Czech Republic,Milan Šrejber,1,0,0
Czech Republic,Miroslav Januš,1,0,0
Czech Republic,Miroslav Vlach,1,0,0
Czech Republic,Miroslav Zeman,1,0,0
Czech Republic,Oldřich Svoboda,1,0,0
Czech Republic,Olga Charvátová,1,0,0
Czech Republic,Ondřej Pažout,1,0,0
Czech Republic,Otakar Janecký,1,0,0
Czech Republic,Otakar Lada,1,0,0
Czech Republic,Otakar Mareček,1,0,0
Czech Republic,Otakar Vindyš,1,0,0
Czech Republic,Patrik Augusta,1,0,0
Czech Republic,Patrik Eliáš,1,0,0
Czech Republic,Pavel Benc,1,0,0
Czech Republic,Pavel Hofmann,1,0,0
Czech Republic,Pavel Kubina,1,0,0
Czech Republic,Peter Veselovský,1,0,0
Czech Republic,Petr Barna,1,0,0
Czech Republic,Petr Bříza,1,0,0
Czech Republic,Petr Hrbek,1,0,0
Czech Republic,Petr Kment,1,0,0
Czech Republic,Petr Rosol,1,0,0
Czech Republic,Petr Čajánek,1,0,0
Czech Republic,Petr Čermák,1,0,0
Czech Republic,Petra Kvitová,1,0,0
Czech Republic,Radek Šlouf,1,0,0
Czech Republic,Radek Štěpánek,1,0,0
Czech Republic,Radek Ťoupal,1,0,0
Czech Republic,Radim Nyč,1,0,0
Czech Republic,Richard Farda,1,0,0
Czech Republic,Richard Nový,1,0,0
Czech Republic,Richard Žemlička,1,0,0
Czech Republic,Rostislav Olesz,1,0,0
Czech Republic,Rudolf Burkert,1,0,0
Czech Republic,Rudolf Potsch,1,0,0
Czech Republic,Rudy Tajcnár,1,0,0
Czech Republic,Róbert Švehla,1,0,0
Czech Republic,Stanislav Prýl,1,0,0
Czech Republic,Stanislav Sventek,1,0,0
Czech Republic,Teodor Černý,1,0,0
Czech Republic,Tomáš Dvořák,1,0,0
Czech Republic,Tomáš Goder,1,0,0
Czech Republic,Tomáš Jelínek,1,0,0
Czech Republic,Tomáš Kaberle,1,0,0
Czech Republic,Tomáš Máder,1,0,0
Czech Republic,Tomáš Vokoun,1,0,0
Czech Republic,Vilém Loos,1,0,0
Czech Republic,Vladek Lacina,1,0,0
Czech Republic,Vladimír Andrs,1,0,0
Czech Republic,Vladimír Bednář,1,0,0
Czech Republic,Vladimír Jánoš,1,0,0
Czech Republic,Vladimír Kocman,1,0,0
Czech Republic,Vladimír Petlák,1,0,0
Czech Republic,Vlastibor Konečný,1,0,0
Czech Republic,Vlastimil Bubník,1,0,0
Czech Republic,Vlastimil Lada-Sázavský,1,0,0
Czech Republic,Václav Korunka,1,0,0
Czech Republic,Václav Pafkovič,1,0,0
Czech Republic,Václav Prospal,1,0,0
Czech Republic,Vít Chabičovský,1,0,0
Czech Republic,Věra Pospíšilová-Cechlová,1,0,0
Czech Republic,Věra Vančurová,1,0,0
Czech Republic,Zdeněk Groessl,1,0,0
Czech Republic,Štěpánka Ptáčková,1,0,0
Czech Republic,Šárka Kašpárková,1,0,0
Czech Republic,Šárka Záhrobská,1,0,0
Denmark,Paul Elvstrøm,0,0,4
Denmark,Erik Hansen,2,0,3
Denmark,Eskild Ebbesen,2,0,3
Denmark,Lars Jørgen Madsen,1,2,2
Denmark,Lasse Norman Hansen,2,1,2
Denmark,Henry Hansen,0,1,2
Denmark,Peder Pedersen,0,1,2
Denmark,S. M. Jensen,2,0,2
Denmark,Jesper Bank,1,0,2
Denmark,Thomas Ebert,1,0,2
Denmark,Camilla Andersen,0,0,2
Denmark,Janne Kolling,0,0,2
Denmark,Karen Brødsgaard,0,0,2
Denmark,Karin Mortensen,0,0,2
Denmark,Katrine Fruelund,0,0,2
Denmark,Lene Rantala,0,0,2
Denmark,Lotte Kiærskou,0,0,2
Denmark,Poul Richard Høj Jensen,0,0,2
Denmark,Tina Bøttzau,0,0,2
Denmark,Tonje Kjærgaard,0,0,2
Denmark,Valdemar Bandolowski,0,0,2
Denmark,Anders Peter Nielsen,0,3,1
Denmark,Charles Buchwald,0,2,1
Denmark,Karen Margrethe Harup,0,2,1
Denmark,Oscar Nielsen,0,2,1
Denmark,Niels Larsen,3,1,1
Denmark,Viggo Jensen,2,1,1
Denmark,Morten Jørgensen,1,1,1
Denmark,Niels Fredborg,1,1,1
Denmark,Ole Berntsen,1,1,1
Denmark,Willy Falck Hansen,1,1,1
Denmark,Anders Petersen,0,1,1
Denmark,August Lindgren,0,1,1
Denmark,Christian Robert von Bülow,0,1,1
Denmark,Greta Andersen,0,1,1
Denmark,Henrik Møllgaard Jensen,0,1,1
Denmark,Henrik Toft Hansen,0,1,1
Denmark,Lasse Svan,0,1,1
Denmark,Leo Nielsen,0,1,1
Denmark,Mads Mensah Larsen,0,1,1
Denmark,Michael Mørkøv,0,1,1
Denmark,Mikkel Hansen,0,1,1
Denmark,Mogens Frey Jensen,0,1,1
Denmark,Morten Olsen,0,1,1
Denmark,Niklas Landin,0,1,1
Denmark,Pernille Blume,2,0,1
Denmark,Anne-Marie Rindom,1,0,1
Denmark,Carl Pedersen,1,0,1
Denmark,Christian Hansen,1,0,1
Denmark,Jørgen Bojsen-Møller,1,0,1
Denmark,Mads Rasmussen,1,0,1
Denmark,Rasmus Quist,1,0,1
Denmark,Steen Lerche Olsen,1,0,1
Denmark,Steen Secher,1,0,1
Denmark,Victor Feddersen,1,0,1
Denmark,Viktor Axelsen,1,0,1
Denmark,Aage Andersen,0,0,1
Denmark,Aage Frandsen,0,0,1
Denmark,Anette Hoffmann,0,0,1
Denmark,Anette Møberg,0,0,1
Denmark,Anja Andersen,0,0,1
Denmark,Anja Byrial Hansen,0,0,1
Denmark,Anja Nielsen,0,0,1
Denmark,Anne Dorthe Tanderup,0,0,1
Denmark,Bjørn Borgen Hasløv,0,0,1
Denmark,Camilla Thomsen,0,0,1
Denmark,Carl Frederik Pedersen,0,0,1
Denmark,Carl Møller,0,0,1
Denmark,Carl-Ebbe Andersen,0,0,1
Denmark,Casper Mortensen,0,0,1
Denmark,Charles Winckler,0,0,1
Denmark,Christian Grønborg,0,0,1
Denmark,Christian Juhl,0,0,1
Denmark,Christian Møller Pedersen,0,0,1
Denmark,Christian Thomas,0,0,1
Denmark,Christina Roslyng,0,0,1
Denmark,Conny Hamann,0,0,1
Denmark,Dan Frost,0,0,1
Denmark,Edgar Aabye,0,0,1
Denmark,Ejler Allert,0,0,1
Denmark,Ellen Osiier,0,0,1
Denmark,Erik Petersen,0,0,1
Denmark,Erik Sætter-Lassen,0,0,1
Denmark,Eugen Schmidt,0,0,1
Denmark,Finn Haunstoft,0,0,1
Denmark,Finn Pedersen,0,0,1
Denmark,Georg Albertsen,0,0,1
Denmark,Gitte Madsen,0,0,1
Denmark,Gitte Sunesen,0,0,1
Denmark,Gunnar Asmussen,0,0,1
Denmark,Hans Nielsen,0,0,1
Denmark,Harry Holm,0,0,1
Denmark,Harry Sørensen,0,0,1
Denmark,Heidi Astrup,0,0,1
Denmark,Henriette Mikkelsen,0,0,1
Denmark,Henrik Blakskjær,0,0,1
Denmark,Henry Rambusch,0,0,1
Denmark,Herold Jansson,0,0,1
Denmark,Hjalmar Heerup,0,0,1
Denmark,Holger Frederiksen,0,0,1
Denmark,Hugo Helsten,0,0,1
Denmark,Jannick Green Krejberg,0,0,1
Denmark,Jesper Nøddesbo,0,0,1
Denmark,Jesper Seier,0,0,1
Denmark,John Ørsted Hansen,0,0,1
Denmark,Jonas Warrer,0,0,1
Denmark,Josephine Touray,0,0,1
Denmark,Karen Hoff,0,0,1
Denmark,Karl R. Andersen,0,0,1
Denmark,Kasper Søndergaard,0,0,1
Denmark,Kjeld Rasmussen,0,0,1
Denmark,Knud Vermehren,0,0,1
Denmark,Kristine Andersen,0,0,1
Denmark,Kristine Roug,0,0,1
Denmark,Kurt Helmudt,0,0,1
Denmark,Line Daugaard,0,0,1
Denmark,Louise Bager Nørgaard,0,0,1
Denmark,Mads Andersen,0,0,1
Denmark,Mads Christiansen,0,0,1
Denmark,Maja Grønbæk,0,0,1
Denmark,Marianne Florman,0,0,1
Denmark,Martin Kirketerp,0,0,1
Denmark,Mette Vestergaard,0,0,1
Denmark,Mette Vestergaard Larsen,0,0,1
Denmark,Michael Damgaard Nielsen,0,0,1
Denmark,Niels Henriksen,0,0,1
Denmark,Niels Turin,0,0,1
Denmark,Ole Poulsen,0,0,1
Denmark,Orla Jørgensen,0,0,1
Denmark,Parmo Ferslev,0,0,1
Denmark,Peder Marcussen,0,0,1
Denmark,Peder Rasch,0,0,1
Denmark,Per Lyngemark,0,0,1
Denmark,Peter Møller,0,0,1
Denmark,Poul Hartmann,0,0,1
Denmark,Poul Sørensen,0,0,1
Denmark,Poul-Erik Høyer Larsen,0,0,1
Denmark,Reno Olsen,0,0,1
Denmark,René Toft Hansen,0,0,1
Denmark,Rikke Hørlykke,0,0,1
Denmark,Rikke Petersen,0,0,1
Denmark,Rikke Schmidt,0,0,1
Denmark,Rikke Skov,0,0,1
Denmark,Robert Johnsen,0,0,1
Denmark,Stefan Rasmussen,0,0,1
Denmark,Stefanie Clausen,0,0,1
Denmark,Stephan Mølvig,0,0,1
Denmark,Stig Rønne,0,0,1
Denmark,Susanne Munk Lauritsen,0,0,1
Denmark,Svend Meulengracht Madsen,0,0,1
Denmark,Tage Henriksen,0,0,1
Denmark,Thomas Jacobsen,0,0,1
Denmark,Thomas Poulsen,0,0,1
Denmark,Thor Kristensen,0,0,1
Denmark,Trine Jensen,0,0,1
Denmark,Viggo Dibbern,0,0,1
Denmark,Vigo Andersen,0,0,1
Denmark,Vilhelm Lange,0,0,1
Denmark,Hans Pedersen,0,3,0
Denmark,Harald Hansen,0,2,0
Denmark,Lis Hartel,0,2,0
Denmark,Nils Middelboe,0,2,0
Denmark,Sophus Nielsen,0,2,0
Denmark,Søren Petersen,0,2,0
Denmark,Vilhelm Vett,0,2,0
Denmark,Vilhelm Wolfhagen,0,2,0
Denmark,Emma Jørgensen,2,1,0
Denmark,Holger Nielsen,2,1,0
Denmark,Christinna Pedersen,1,1,0
Denmark,Frederik Madsen,1,1,0
Denmark,Halvor Birch,1,1,0
Denmark,Henning Lynge Jakobsen,1,1,0
Denmark,Jacob Barsøe,1,1,0
Denmark,Karen Lachmann,1,1,0
Denmark,Kasper Winther Jørgensen,1,1,0
Denmark,Kristian Pedersen,1,1,0
Denmark,Niels Petersen,1,1,0
Denmark,Niklas Larsen,1,1,0
Denmark,Oluf Olsson,1,1,0
Denmark,William Berntsen,1,1,0
Denmark,Wilson Kipketer,1,1,0
Denmark,Aage Birch,0,1,0
Denmark,Aage Høy-Pedersen,0,1,0
Denmark,Aage Jørgensen,0,1,0
Denmark,Aage Larsen,0,1,0
Denmark,Aage Walther,0,1,0
Denmark,Abraham Kurland,0,1,0
Denmark,Aksel Bonde,0,1,0
Denmark,Aksel Sørensen,0,1,0
Denmark,Alex Rasmussen,0,1,0
Denmark,Alfred Jensen,0,1,0
Denmark,Alfred Jørgensen,0,1,0
Denmark,Alfred Jørgensen-Ollerup,0,1,0
Denmark,Amalie Dideriksen,0,1,0
Denmark,Anders Golding,0,1,0
Denmark,Andreas Rasmussen,0,1,0
Denmark,Anne Grethe Jensen,0,1,0
Denmark,Anton Olsen,0,1,0
Denmark,Arne Jørgensen,0,1,0
Denmark,Arne Nielsson,0,1,0
Denmark,Axel Petersen,0,1,0
Denmark,Axel Tufvesson,0,1,0
Denmark,Benny Nielsen,0,1,0
Denmark,Bent Hansen,0,1,0
Denmark,Bernhard Jensen,0,1,0
Denmark,Bjørn Rasmussen,0,1,0
Denmark,Camilla Martin,0,1,0
Denmark,Carl Andersen,0,1,0
Denmark,Carl Carlsen,0,1,0
Denmark,Carl Larsen,0,1,0
Denmark,Carl Manicus-Hansen,0,1,0
Denmark,Carsten Mogensen,0,1,0
Denmark,Casper Jørgensen,0,1,0
Denmark,Christian Frederiksen,0,1,0
Denmark,Christian Nielsen,0,1,0
Denmark,Cyril Andresen,0,1,0
Denmark,Dorthe Holm,0,1,0
Denmark,Dynes Pedersen,0,1,0
Denmark,Ebbe Parsner,0,1,0
Denmark,Edmund Hansen,0,1,0
Denmark,Einar Olsen,0,1,0
Denmark,Ejvind Hansen,0,1,0
Denmark,Emil Jakobsen,0,1,0
Denmark,Emil Jørgensen,0,1,0
Denmark,Erik Husted,0,1,0
Denmark,Erik Klem,0,1,0
Denmark,Eva Riise,0,1,0
Denmark,Eyvind Blach,0,1,0
Denmark,Fie Udby Erichsen,0,1,0
Denmark,Flemming Nielsen,0,1,0
Denmark,Frands Faber,0,1,0
Denmark,Frede Hansen,0,1,0
Denmark,Frederik Hansen,0,1,0
Denmark,Frederik Kobberup Andersen,0,1,0
Denmark,Fritze Carstensen,0,1,0
Denmark,Frode Kirkebjerg,0,1,0
Denmark,Frode Sørensen,0,1,0
Denmark,Georg Vest,0,1,0
Denmark,George Falcke,0,1,0
Denmark,Gotfred Johansen,0,1,0
Denmark,Hans A. Bjerrum,0,1,0
Denmark,"Hans C, Sørensen",0,1,0
Denmark,Hans Christian Herlak,0,1,0
Denmark,Hans Christian Nielsen,0,1,0
Denmark,Hans Eiler Pedersen,0,1,0
Denmark,Hans Fogh,0,1,0
Denmark,Hans Hovgaard Jakobsen,0,1,0
Denmark,Hans Jørgen Hansen,0,1,0
Denmark,Hans L. Sørensen,0,1,0
Denmark,Hans Meulengracht Madsen,0,1,0
Denmark,Hans Trier Hansen,0,1,0
Denmark,Harald Bohr,0,1,0
Denmark,Harald Bukdahl,0,1,0
Denmark,Harald Klem,0,1,0
Denmark,Harald Nielsen,0,1,0
Denmark,Harry Julius Larsen,0,1,0
Denmark,Helena Blach Lavrsen,0,1,0
Denmark,Helge Halkjær,0,1,0
Denmark,Helge Muxoll Schrøder,0,1,0
Denmark,Henning Enoksen,0,1,0
Denmark,Henning Holst,0,1,0
Denmark,Henry From,0,1,0
Denmark,Henry Petersen,0,1,0
Denmark,Hjalmar Christoffersen,0,1,0
Denmark,Ib Storm Larsen,0,1,0
Denmark,Ingvald Eriksen,0,1,0
Denmark,Ivan Osiier,0,1,0
Denmark,Ivar Lykke,0,1,0
Denmark,Jacob Holm,0,1,0
Denmark,Jacob Larsen,0,1,0
Denmark,Jakob Fuglsang,0,1,0
Denmark,Jane Bidstrup,0,1,0
Denmark,Jens Kirkegaard,0,1,0
Denmark,Jens Kristian Jensen,0,1,0
Denmark,Jens Lambæk,0,1,0
Denmark,Jens Lorentzen,0,1,0
Denmark,Jens Peter Laursen,0,1,0
Denmark,Jens-Erik Madsen,0,1,0
Denmark,Jesper Hansen,0,1,0
Denmark,Joachim Olsen,0,1,0
Denmark,Johannes Birk,0,1,0
Denmark,Johannes Gandil,0,1,0
Denmark,Johannes Hansen,0,1,0
Denmark,Johannes Pedersen,0,1,0
Denmark,Johannes Vinther,0,1,0
Denmark,John Danielsen,0,1,0
Denmark,Jonas Høgh Christensen,0,1,0
Denmark,Julie Leth,0,1,0
Denmark,Jóhan Hansen,0,1,0
Denmark,Jørgen Ravn,0,1,0
Denmark,Jørn Sørensen,0,1,0
Denmark,Kaj Gnudtzmann,0,1,0
Denmark,Kamilla Rytter Juhl,0,1,0
Denmark,Karl Kirk,0,1,0
Denmark,Kevin Møller,0,1,0
Denmark,Kim Knudsen,0,1,0
Denmark,Kjell Rodian,0,1,0
